district,layout,area_m2,base_rent,furnished,age_days
praha5,2+kk,56,28000.0,Ano,54
praha9,2+kk,55,24000.0,Částečně,54
praha10,3+1,144,69000.0,Ano,54
praha6,3+1,126,40000.0,Ne,54
praha2,3+kk,81,41000.0,Ano,55
praha3,3+kk,95,64955.0,Ne,55
praha3,2+kk,60,23000.0,Ano,55
praha9,2+kk,63,27600.0,Ano,56
praha5,3+kk,73,31000.0,,57
praha3,3+kk,89,45000.0,,58
praha5,1+kk,53,21490.0,Částečně,58
praha10,1+kk,30,18000.0,Částečně,58
praha10,1+kk,35,17850.0,Ano,58
praha6,4+kk,120,80000.0,Částečně,58
praha4,2+kk,45,19500.0,Částečně,58
praha9,3+kk,65,27000.0,Ano,58
praha5,2+kk,54,22400.0,Ano,58
praha5,4+1,125,37000.0,Částečně,58
praha4,2+kk,45,25000.0,,59
praha6,2+kk,51,23868.0,,59
praha8,3+kk,102,38000.0,Ano,59
praha7,2+kk,47,27500.0,,59
praha6,2+kk,49,22984.0,,59
praha4,3+1,120,37000.0,Částečně,59
praha6,2+kk,53,20000.0,Částečně,59
praha3,2+kk,38,22500.0,Ne,59
praha6,4+kk,85,35149.0,,59
praha9,3+1,54,25900.0,Ne,59
praha5,2+kk,51,26000.0,Částečně,59
praha4,2+kk,51,27990.0,Částečně,59
praha6,4+kk,93,38309.0,,59
praha10,1+kk,41,19000.0,,59
praha2,2+kk,53,33000.0,Ano,60
praha3,1+kk,40,19274.0,,60
praha8,2+kk,50,25000.0,Ne,60
praha9,1+kk,37,20000.0,,60
praha3,2+kk,60,25000.0,Částečně,60
praha10,2+kk,61,38500.0,Ano,60
praha8,2+kk,70,31500.0,,60
praha9,1+kk,36,21000.0,Ne,60
praha5,2+kk,71,24000.0,Ne,60
praha4,1+kk,36,17000.0,,60
praha5,2+kk,45,24000.0,Ne,60
praha10,1+kk,33,15000.0,Částečně,60
praha1,3+kk,76,38640.0,Ano,60
praha4,3+1,66,29000.0,Ne,60
praha5,4+kk,118,69000.0,Ano,60
praha10,1+kk,23,15000.0,Částečně,60
